"name","region","freq","rank","gender"
"Pedro Nunes",0,5577,1381,M
"Vitor Hugo Teixeira",0,5574,1382,M
"Matheus Nascimento",0,5567,1383,M
"Bernardo Pereira",0,5560,1384,M
"Gustavo Nunes",0,5541,1385,M
"Thiago Peixoto",0,5536,1386,M
"João Ferreira",0,5530,1387,M
"Joaquim Souza",0,5526,1388,M
"Luiz Gustavo Martins",0,5525,1389,M
"Sr. Yuri Ramos",0,5519,1390,M
"Bernardo Jesus",0,5512,1391,M
"Felipe Cardoso",0,5509,1392,M
"Kevin Correia",0,5503,1393,M
"Paulo Moraes",0,5480,1394,M
"Dr. Marcos Vinicius da Cunha",0,5473,1395,M
"Alexandre Lopes",0,5458,1396,M
"Heitor da Mota",0,5448,1397,M
"Enzo Viana",0,5446,1398,M
"João Vitor da Mota",0,5445,1399,M
"João Guilherme Pinto",0,5443,1400,M
"Sr. Yago Pinto",0,5428,1401,M
"Dr. Ryan Moraes",0,5422,1402,M
"Isaac Moraes",0,5421,1403,M
"Lorenzo da Conceição",0,5418,1404,M
"Sr. Emanuel Costela",0,5407,1405,M
"Arthur Alves",0,5402,1406,M
"Nathan Martins",0,5400,1407,M
"Heitor Araújo",0,5398,1408,M
"Yuri Souza",0,5396,1409,M
"João Gabriel da Paz",0,5392,1410,M
"Noah Rezende",0,5377,1411,M
"Miguel Nogueira",0,5376,1412,M
"Enzo Viana",0,5367,1413,M
"Benício Viana",0,5364,1414,M
"Cauã Silveira",0,5359,1415,M
"Luiz Henrique da Rocha",0,5355,1416,M
"Sr. Breno Oliveira",0,5354,1417,M
"Thiago Ferreira",0,5343,1418,M
"Francisco Lima",0,5338,1419,M
"Juan da Rosa",0,5337,1420,M
"Leonardo Barbosa",0,5331,1421,M
"Kaique da Rosa",0,5326,1422,M
"Pedro Henrique Peixoto",0,5318,1423,M
"Sr. Daniel Costela",0,5317,1424,M
"Renan Moraes",0,5316,1426,M
"Alexandre Porto",0,5316,1425,M
"Francisco Lopes",0,5315,1427,M
"Dr. Vicente Vieira",0,5298,1428,M
"Enzo Vieira",0,5295,1429,M
"Anthony da Costa",0,5294,1430,M
"Davi Silva",0,5288,1431,M
"Henrique das Neves",0,5280,1432,M
"Sr. Leonardo da Conceição",0,5279,1433,M
"Calebe Moraes",0,5276,1434,M
"Breno Ramos",0,5273,1435,M
"Gustavo Henrique da Cruz",0,5268,1436,M
"Dr. Bernardo Ribeiro",0,5261,1437,M
"Leandro Campos",0,5260,1438,M
"Enzo Nunes",0,5250,1439,M
"Pedro Duarte",0,5247,1440,M
"Igor Costela",0,5238,1441,M
"Benício Farias",0,5237,1442,M
"Dr. Marcelo Monteiro",0,5230,1443,M
"Erick Santos",0,5224,1444,M
"Dr. Levi da Paz",0,5211,1445,M
"Caio Melo",0,5201,1446,M
"Luigi Duarte",0,5195,1447,M
"Marcelo Nogueira",0,5193,1448,M
"Sr. Henrique da Cunha",0,5193,1449,M
"Heitor da Costa",0,5187,1450,M
"Marcelo Castro",0,5178,1451,M
"Pedro Costela",0,5176,1452,M
"Ryan Moraes",0,5175,1453,M
"Rafael da Costa",0,5171,1454,M
"Carlos Eduardo Oliveira",0,5162,1455,M
"Yuri Campos",0,5160,1456,M
"Luiz Otávio Carvalho",0,5158,1457,M
"Davi Luiz Porto",0,5143,1458,M
"Marcelo Cardoso",0,5140,1459,M
"Bernardo Barbosa",0,5134,1460,M
"Paulo Castro",0,5133,1461,M
"Carlos Eduardo Pires",0,5128,1462,M
"Gustavo Henrique Pinto",0,5126,1463,M
"Vitor Gabriel Pereira",0,5124,1464,M
"Emanuel Silva",0,5124,1465,M
"Luiz Gustavo Nogueira",0,5096,1466,M
"Caio Cardoso",0,5094,1467,M
"Heitor Melo",0,5090,1468,M
"Sr. Augusto Rodrigues",0,5088,1469,M
"Erick Araújo",0,5087,1470,M
"Paulo da Conceição",0,5082,1471,M
"Diogo Pires",0,5079,1472,M
"Sr. Luiz Henrique Gomes",0,5079,1473,M
"Vitor Hugo da Mata",0,5078,1474,M
"Anthony Nunes",0,5078,1475,M
"Murilo Silveira",0,5072,1476,M
"Enrico Monteiro",0,5058,1477,M
"Luiz Fernando Peixoto",0,5049,1478,M
"Davi Gonçalves",0,5039,1479,M
"Dr. Heitor Pereira",0,5029,1480,M
"Caio Lima",0,5024,1482,M
"Enzo Moreira",0,5024,1481,M
"Dr. Gustavo Henrique da Mota",0,5023,1483,M
"Fernando Costela",0,5020,1484,M
"João Vitor Almeida",0,5019,1485,M
"Vicente Barbosa",0,5019,1486,M
"Davi Lucas Santos",0,5016,1487,M
"João Cavalcanti",0,5013,1489,M
"Calebe Castro",0,5013,1488,M
"Matheus Peixoto",0,5010,1490,M
"Sr. Benjamin Pereira",0,5007,1491,M
"Francisco Pires",0,5003,1492,M
"Erick Costela",0,4993,1493,M
"Thomas Ribeiro",0,4992,1494,M
"João Ramos",0,4992,1495,M
"Emanuel Gomes",0,4991,1496,M
"Sr. Noah Freitas",0,4986,1497,M
"Anthony Pires",0,4981,1498,M
"Sr. Isaac Santos",0,4971,1499,M
"Rafael Dias",0,4957,1500,M
"Arthur Silva",0,4954,1501,M
"Luiz Fernando Azevedo",0,4951,1502,M
"Leandro Novaes",0,4948,1503,M
"Francisco Teixeira",0,4946,1504,M
"Dr. Ian Carvalho",0,4944,1505,M
"Enrico Caldeira",0,4941,1506,M
"Gustavo Henrique Cardoso",0,4940,1507,M
"João Guilherme Moreira",0,4933,1508,M
"Anthony Teixeira",0,4931,1509,M
"Daniel Lima",0,4930,1510,M
"Bryan Araújo",0,4928,1511,M
"Dr. João Pedro Gonçalves",0,4921,1512,M
"Nicolas Vieira",0,4917,1513,M
"Pedro Henrique da Costa",0,4913,1514,M
"Sr. Pedro Lucas Azevedo",0,4906,1515,M
"Noah Silva",0,4906,1516,M
"Marcos Vinicius Gonçalves",0,4901,1517,M
"Francisco Rocha",0,4891,1518,M
"Vitor Gabriel da Mota",0,4888,1519,M
"Augusto Pinto",0,4881,1520,M
"Daniel Monteiro",0,4869,1521,M
"Luiz Otávio da Rocha",0,4866,1522,M
"Augusto Barbosa",0,4865,1523,M
"Pedro Miguel Cunha",0,4863,1524,M
"Ian da Mata",0,4863,1525,M
"Rodrigo Ferreira",0,4861,1526,M
"João Gabriel Gomes",0,4857,1527,M
"Luigi Pereira",0,4855,1528,M
"Sr. Carlos Eduardo Freitas",0,4852,1529,M
"Diogo Silva",0,4851,1530,M
"Pedro Henrique Novaes",0,4849,1531,M
"Davi Lucca Jesus",0,4838,1532,M
"Arthur da Paz",0,4836,1533,M
"Rafael Carvalho",0,4833,1534,M
"João Guilherme Souza",0,4825,1535,M
"Nicolas da Paz",0,4823,1536,M
"Dr. Luiz Henrique Oliveira",0,4812,1537,M
"Gabriel Dias",0,4811,1538,M
"Sr. Francisco Carvalho",0,4798,1539,M
"Dr. Davi Aragão",0,4794,1540,M
"Gustavo Ramos",0,4790,1541,M
"Kevin da Paz",0,4784,1542,M
"Thales Melo",0,4772,1543,M
"Alexandre Alves",0,4763,1544,M
"Sr. Carlos Eduardo Fernandes",0,4755,1545,M
"Marcelo Melo",0,4752,1546,M
"Davi Moreira",0,4748,1547,M
"Sr. Antônio Campos",0,4746,1548,M
"Davi Lucas Monteiro",0,4745,1549,M
"Gustavo Henrique Azevedo",0,4745,1550,M
"Heitor Jesus",0,4741,1551,M
"Bernardo Viana",0,4737,1553,M
"Sr. Bruno Porto",0,4737,1552,M
"Pedro Miguel Barbosa",0,4732,1554,M
"Samuel Farias",0,4718,1555,M
"Juan da Mota",0,4710,1556,M
"Marcelo Teixeira",0,4705,1557,M
"Davi Luiz Silva",0,4699,1558,M
"Yuri Martins",0,4694,1559,M
"Dr. Pedro Miguel Pinto",0,4693,1560,M
"Dr. João Miguel Farias",0,4682,1561,M
"Benjamin Campos",0,4681,1562,M
"Dr. Ian Gomes",0,4679,1563,M
"Dr. Caio Moraes",0,4678,1564,M
"Dr. Luiz Otávio Pinto",0,4673,1565,M
"Leandro Rodrigues",0,4673,1567,M
"Davi Lucas da Luz",0,4673,1566,M
"Felipe da Costa",0,4669,1568,M
"Igor Peixoto",0,4666,1569,M
"Carlos Eduardo Pinto",0,4666,1570,M
"Pietro Moreira",0,4660,1571,M
"Luigi Martins",0,4639,1572,M
"Leonardo Barros",0,4638,1574,M
"Pedro Miguel Silva",0,4638,1573,M
"Pedro Miguel Silveira",0,4636,1575,M
"Bernardo Santos",0,4632,1576,M
"Lucca Dias",0,4630,1577,M
"Eduardo Freitas",0,4627,1578,M
"Luiz Gustavo Caldeira",0,4625,1579,M
"Lucas Souza",0,4622,1580,M
"Lucas Azevedo",0,4621,1581,M
"Dr. Marcos Vinicius Pires",0,4605,1582,M
"Luiz Henrique Cardoso",0,4597,1583,M
"Sr. Thales Rezende",0,4592,1584,M
"Danilo Santos",0,4589,1585,M
"Vitor Hugo da Cruz",0,4576,1586,M
"Carlos Eduardo Novaes",0,4573,1587,M
"Leandro das Neves",0,4571,1588,M
"André da Mata",0,4570,1589,M
"Henrique Nogueira",0,4567,1590,M
"Fernando da Costa",0,4566,1591,M
"Eduardo Nunes",0,4566,1592,M
"Danilo Lima",0,4562,1593,M
"Enzo Costela",0,4561,1594,M
"Dr. Anthony Ferreira",0,4559,1595,M
"Igor Nascimento",0,4554,1596,M
"Kaique da Paz",0,4552,1597,M
"Enzo da Rosa",0,4531,1598,M
"Sr. Davi Lucca Oliveira",0,4529,1599,M
"Kaique Costa",0,4527,1600,M
"Theo Carvalho",0,4523,1602,M
"Marcos Vinicius Porto",0,4523,1601,M
"Nathan Lima",0,4522,1603,M
"Sr. Vitor Moura",0,4515,1604,M
"João Gabriel da Cunha",0,4515,1605,M
"Vitor Gabriel Melo",0,4514,1606,M
"Vicente Oliveira",0,4513,1607,M
"Cauã Pinto",0,4510,1608,M
"Sr. Arthur da Cruz",0,4499,1609,M
"Daniel da Paz",0,4499,1610,M
"Leandro Silva",0,4495,1611,M
"Ian Ferreira",0,4488,1612,M
"Matheus Costela",0,4486,1613,M
"Lucca Moura",0,4484,1614,M
"Pietro Moraes",0,4479,1615,M
"Daniel da Mata",0,4477,1616,M
"Augusto Teixeira",0,4475,1617,M
"Leandro da Conceição",0,4472,1618,M
"Thomas Costela",0,4459,1619,M
"Thales Ribeiro",0,4452,1620,M
"Leandro Dias",0,4451,1621,M
"André Fernandes",0,4450,1622,M
"Joaquim Moura",0,4441,1623,M
"Vitor da Mota",0,4437,1624,M
"Luiz Otávio Cardoso",0,4436,1625,M
"Thiago Nunes",0,4430,1626,M
"Pietro Souza",0,4429,1627,M
"Gustavo Silveira",0,4423,1629,M
"Vitor Hugo da Cunha",0,4423,1628,M
"Arthur Moreira",0,4422,1630,M
"Leonardo Cavalcanti",0,4420,1631,M
"Davi Lucca Pires",0,4419,1632,M
"Noah Oliveira",0,4415,1633,M
"Calebe Jesus",0,4413,1634,M
"Pedro Henrique Porto",0,4397,1635,M
"Sr. Lorenzo Duarte",0,4393,1636,M
"Sr. Davi Luiz Correia",0,4388,1637,M
"Yago Campos",0,4383,1638,M
"Cauã Correia",0,4378,1639,M
"João Guilherme Fernandes",0,4375,1640,M
"Davi Luiz Campos",0,4365,1641,M
"Sr. Murilo Aragão",0,4361,1642,M
"Enzo Almeida",0,4350,1643,M
"Luiz Otávio Pinto",0,4349,1644,M
"Nathan da Paz",0,4348,1645,M
"Augusto Almeida",0,4346,1646,M
"Vinicius Santos",0,4345,1647,M
"Pedro Rodrigues",0,4344,1648,M
"Isaac Viana",0,4343,1649,M
"Rodrigo Ribeiro",0,4339,1650,M
"Augusto da Cruz",0,4337,1651,M
"João Miguel Fogaça",0,4329,1652,M
"João Lucas Teixeira",0,4326,1653,M
"Sr. Juan Azevedo",0,4312,1654,M
"Miguel Cardoso",0,4308,1655,M
"João Gabriel Rezende",0,4306,1656,M
"Pietro Lopes",0,4303,1657,M
"Bernardo da Cunha",0,4297,1658,M
"Breno Mendes",0,4294,1659,M
"Samuel Lopes",0,4293,1660,M
"Renan Sales",0,4287,1661,M
"Dr. João Guilherme Alves",0,4279,1662,M
"João Miguel Peixoto",0,4277,1663,M
"Cauã Fernandes",0,4277,1664,M
"Arthur Santos",0,4276,1665,M
"Theo Campos",0,4275,1666,M
"Matheus Carvalho",0,4265,1667,M
"Enzo Gabriel Gomes",0,4251,1668,M
"Alexandre Almeida",0,4249,1669,M
"João Vitor Caldeira",0,4242,1670,M
"André Lopes",0,4237,1671,M
"Erick Moreira",0,4232,1672,M
"Miguel Costa",0,4226,1673,M
"Rafael Silva",0,4223,1674,M
"Thales Dias",0,4221,1675,M
"Arthur Pinto",0,4217,1676,M
"Dr. Diogo Teixeira",0,4215,1677,M
"Vitor Gabriel das Neves",0,4211,1678,M
"Dr. Matheus da Conceição",0,4204,1680,M
"Luiz Gustavo Mendes",0,4204,1679,M
"Dr. Pietro Sales",0,4200,1681,M
"Yago Cunha",0,4198,1682,M
"Vinicius Ribeiro",0,4195,1683,M
"Matheus Barros",0,4188,1684,M
"Gustavo Aragão",0,4187,1685,M
"Eduardo Fogaça",0,4180,1686,M
"Vitor Gabriel Farias",0,4178,1687,M
"Lucca Rocha",0,4164,1688,M
"Igor Dias",0,4163,1689,M
"Lucas Nascimento",0,4158,1690,M
"Sr. Diogo Rodrigues",0,4154,1691,M
"Luiz Gustavo Rocha",0,4152,1692,M
"Luiz Otávio Cardoso",0,4150,1694,M
"Pedro Miguel da Luz",0,4150,1693,M
"Eduardo Silva",0,4147,1695,M
"Guilherme Vieira",0,4144,1696,M
"Gustavo Henrique Farias",0,4143,1697,M
"Antônio Vieira",0,4137,1698,M
"Sr. Leandro da Mota",0,4137,1700,M
"Sr. Juan Cunha",0,4137,1699,M
"Bernardo da Cruz",0,4136,1701,M
"Theo Rezende",0,4134,1702,M
"Dr. Pietro Nogueira",0,4134,1703,M
"Isaac Teixeira",0,4133,1704,M
"Theo Cavalcanti",0,4132,1705,M
"Vitor Gabriel Moraes",0,4130,1706,M
"Nathan Campos",0,4127,1707,M
"Bruno Teixeira",0,4126,1708,M
"Sr. Lucas Nunes",0,4125,1709,M
"Davi Lucas da Costa",0,4123,1710,M
"Matheus da Costa",0,4122,1711,M
"Davi Lucas Ramos",0,4121,1712,M
"Dr. Paulo da Costa",0,4110,1713,M
"Breno Nunes",0,4106,1714,M
"Luiz Miguel Rocha",0,4100,1715,M
"Gustavo Campos",0,4092,1716,M
"Lucca Costa",0,4091,1717,M
"João Guilherme Nogueira",0,4088,1718,M
"Otávio Viana",0,4083,1719,M
"Miguel Freitas",0,4079,1720,M
"Luiz Fernando Ramos",0,4078,1721,M
"João Guilherme Moreira",0,4070,1722,M
"Luiz Otávio Martins",0,4067,1723,M
"Bruno Rocha",0,4047,1724,M
"Vitor Gabriel Pires",0,4043,1725,M
"Marcos Vinicius Dias",0,4042,1726,M
"Sr. Kaique Castro",0,4040,1727,M
"Gustavo Moreira",0,4033,1728,M
"Davi Lucas da Cunha",0,4033,1729,M
"João Gabriel Viana",0,4028,1730,M
"Gustavo Henrique Azevedo",0,4027,1731,M
"Danilo Cavalcanti",0,4020,1732,M
"Igor Pinto",0,4016,1733,M
"Daniel Cardoso",0,4009,1734,M
"Luiz Fernando Correia",0,4000,1735,M
"Matheus Monteiro",0,3994,1737,M
"Luiz Fernando Souza",0,3994,1736,M
"Eduardo Duarte",0,3990,1738,M
"Guilherme Oliveira",0,3987,1739,M
"Nicolas da Conceição",0,3981,1741,M
"Murilo Rezende",0,3981,1740,M
"Otávio Santos",0,3973,1742,M
"Luiz Gustavo Lopes",0,3972,1743,M
"Dr. Yago Cardoso",0,3969,1744,M
"Enzo Farias",0,3964,1745,M
"Sr. Otávio Farias",0,3963,1746,M
"Fernando Vieira",0,3962,1747,M
"Luiz Miguel Farias",0,3954,1748,M
"Luiz Miguel Costa",0,3952,1749,M
"Antônio Farias",0,3950,1750,M
"Pedro Henrique Rezende",0,3948,1751,M
"Bryan Jesus",0,3944,1753,M
"Daniel Fogaça",0,3944,1752,M
"Yuri Cunha",0,3937,1754,M
"Rafael Dias",0,3935,1755,M
"Bruno Dias",0,3927,1756,M
"Marcos Vinicius Moraes",0,3922,1757,M
"Otávio Souza",0,3917,1758,M
"Matheus da Cruz",0,3916,1759,M
"Nicolas Farias",0,3916,1760,M
"Enzo Correia",0,3912,1761,M
"Dr. Augusto Viana",0,3905,1762,M
"Luiz Fernando Ribeiro",0,3904,1763,M
"Samuel Cavalcanti",0,3898,1764,M
"Rodrigo Freitas",0,3897,1765,M
"Kevin Farias",0,3895,1766,M
"Vinicius da Paz",0,3894,1767,M
"Davi Luiz Novaes",0,3890,1768,M
"Enzo Nunes",0,3884,1769,M
"Marcos Vinicius Barbosa",0,3882,1770,M
"Leonardo da Cruz",0,3878,1771,M
"Lucas Gabriel Novaes",0,3872,1772,M
"Enzo Gabriel Silva",0,3861,1773,M
"Lorenzo Freitas",0,3860,1774,M
"Matheus das Neves",0,3853,1775,M
"Matheus Barros",0,3850,1776,M
"Enzo Barros",0,3845,1777,M
"Antônio Lopes",0,3844,1778,M
"Benício Rezende",0,3837,1779,M
"Otávio Rocha",0,3834,1780,M
"Felipe Viana",0,3827,1781,M
"Joaquim Farias",0,3825,1782,M
"Dr. Vitor Hugo da Mata",0,3817,1783,M
"Ryan Oliveira",0,3814,1784,M
"Vicente Pereira",0,3810,1786,M
"Sr. Cauã da Paz",0,3810,1785,M
"Luiz Otávio Santos",0,3806,1787,M
"Augusto Gomes",0,3804,1788,M
"Rodrigo Moreira",0,3801,1789,M
"Benício Rocha",0,3799,1790,M
"Dr. Diogo Barbosa",0,3798,1791,M
"Danilo Campos",0,3795,1792,M
"Vinicius Moreira",0,3793,1794,M
"Heitor da Luz",0,3793,1793,M
"Lucca Carvalho",0,3791,1795,M
"Sr. Ian Caldeira",0,3784,1796,M
"Pedro Miguel Caldeira",0,3783,1797,M
"Diego Ramos",0,3782,1798,M
"Dr. Davi Lucca Barbosa",0,3781,1799,M
"Davi Lucca da Costa",0,3772,1800,M
"Calebe da Conceição",0,3771,1801,M
"Dr. Enrico Moura",0,3768,1802,M
"Vitor Gabriel Cardoso",0,3767,1803,M
"Rafael Lopes",0,3763,1804,M
"João Gabriel da Rosa",0,3763,1805,M
"Isaac Nunes",0,3760,1806,M
"Otávio Porto",0,3750,1808,M
"Isaac da Paz",0,3750,1807,M
"Luiz Gustavo da Cunha",0,3741,1809,M
"Davi Lucas Lima",0,3733,1810,M
"Marcelo Moura",0,3731,1811,M
"Theo Novaes",0,3716,1812,M
"Enzo Gabriel Moraes",0,3709,1813,M
"Sr. Luiz Gustavo Ferreira",0,3708,1814,M
"Luiz Gustavo da Cruz",0,3702,1815,M
"Lucas Azevedo",0,3699,1816,M
"Pedro Henrique Duarte",0,3698,1817,M
"Dr. Ryan Martins",0,3688,1818,M
"Murilo Araújo",0,3685,1819,M
"Luigi da Rosa",0,3684,1820,M
"Kevin Barros",0,3683,1821,M
"Otávio da Rosa",0,3679,1822,M
"Gustavo Ramos",0,3677,1823,M
"Dr. Joaquim da Mata",0,3674,1824,M
"Enzo Martins",0,3674,1825,M
"Marcelo Fernandes",0,3674,1826,M
"Luiz Felipe Nogueira",0,3667,1827,M
"Raul Barros",0,3665,1828,M
"Bernardo Nascimento",0,3663,1829,M
"Miguel Dias",0,3661,1830,M
"Augusto Campos",0,3660,1831,M
"Henrique Pires",0,3655,1832,M
"Yago Cavalcanti",0,3653,1833,M
"Pedro Henrique Pinto",0,3647,1834,M
"Renan Alves",0,3645,1835,M
"Luiz Felipe Barros",0,3638,1836,M
"Felipe Araújo",0,3637,1838,M
"Bernardo Ramos",0,3637,1837,M
"Sr. João Lucas Pereira",0,3636,1839,M
"Lorenzo Rocha",0,3634,1840,M
"Vitor Gabriel Freitas",0,3631,1841,M
"Marcelo Pires",0,3631,1843,M
"Igor Costa",0,3631,1842,M
"Sr. João Miguel Cavalcanti",0,3629,1844,M
"Enzo Moreira",0,3628,1845,M
"Matheus Costa",0,3622,1846,M
"Enzo Gabriel Aragão",0,3619,1847,M
"Lucas Gabriel Novaes",0,3617,1848,M
"João Pedro Cardoso",0,3613,1849,M
"Antônio Monteiro",0,3612,1850,M
"Anthony Rezende",0,3609,1851,M
"Renan Cunha",0,3607,1852,M
"Otávio Silva",0,3606,1853,M
"Felipe Alves",0,3599,1854,M
"Rodrigo Nunes",0,3597,1855,M
"Sr. Luigi Lopes",0,3596,1856,M
"João da Mota",0,3592,1858,M
"Pedro Miguel Aragão",0,3592,1857,M
"Lucca Almeida",0,3584,1859,M
"Pedro Henrique Dias",0,3583,1860,M
"Sr. Luiz Henrique Castro",0,3581,1861,M
"Sr. Pedro Miguel Teixeira",0,3580,1862,M
"Augusto Peixoto",0,3579,1863,M
"André Alves",0,3576,1864,M
"Samuel Caldeira",0,3572,1865,M
"Antônio da Cunha",0,3568,1866,M
"Diogo das Neves",0,3567,1868,M
"Vitor Gabriel Barbosa",0,3567,1867,M
"João Felipe Azevedo",0,3563,1870,M
"Levi da Rosa",0,3563,1869,M
"Gustavo Henrique Almeida",0,3561,1871,M
"Thales Cavalcanti",0,3558,1872,M
"João Lucas Jesus",0,3558,1873,M
"Dr. Daniel Moura",0,3556,1874,M
"Dr. Gabriel Moreira",0,3554,1875,M
"Dr. Thomas Dias",0,3549,1876,M
"Raul Cavalcanti",0,3548,1877,M
"Diego Lima",0,3545,1878,M
"Bernardo da Mota",0,3534,1879,M
"Sr. João Lucas Pires",0,3533,1881,M
"Arthur Martins",0,3533,1880,M
"Sr. Henrique da Costa",0,3530,1882,M
"Fernando Cunha",0,3527,1883,M
"Yuri Rocha",0,3521,1885,M
"Pedro Henrique Martins",0,3521,1884,M
"João Lucas da Rocha",0,3520,1886,M
"Enzo Gabriel Cardoso",0,3519,1887,M
"Miguel Ramos",0,3513,1888,M
"Anthony da Costa",0,3512,1889,M
"Sr. João Miguel Lopes",0,3502,1890,M
"Joaquim Teixeira",0,3501,1891,M
"Enrico Ribeiro",0,3499,1892,M
"Sr. João Vitor Santos",0,3497,1893,M
"Benjamin da Costa",0,3497,1895,M
"Sr. Bernardo Cunha",0,3497,1894,M
"Rafael Carvalho",0,3486,1896,M
"Sr. Kaique Nunes",0,3482,1897,M
"Sr. Raul Oliveira",0,3480,1898,M
"Pedro Lucas Cardoso",0,3472,1899,M
"Yago Mendes",0,3471,1900,M
"Cauê da Rocha",0,3468,1901,M
"Vitor Hugo Cunha",0,3467,1902,M
"Ryan Costela",0,3466,1903,M
"Renan Cardoso",0,3461,1904,M
"Henrique Sales",0,3456,1905,M
"Emanuel Nascimento",0,3454,1906,M
"Gabriel Ribeiro",0,3453,1907,M
"Luiz Felipe Rocha",0,3449,1908,M
"Dr. Nathan Gonçalves",0,3447,1909,M
"Marcos Vinicius Nunes",0,3447,1910,M
"Lucca Pereira",0,3446,1911,M
"Juan Costa",0,3436,1912,M
"Leandro Peixoto",0,3431,1913,M
"Dr. Kevin da Rocha",0,3429,1914,M
"Sr. Matheus da Rocha",0,3427,1915,M
"Dr. Vicente das Neves",0,3424,1917,M
"Enrico Rezende",0,3424,1916,M
"Matheus Oliveira",0,3419,1918,M
"Vinicius Ferreira",0,3418,1919,M
"Dr. Marcelo Cavalcanti",0,3416,1920,M
"Dr. André da Cunha",0,3415,1921,M
"Pedro Henrique Martins",0,3414,1922,M
"Luigi Nogueira",0,3413,1923,M
"Erick Correia",0,3405,1924,M
"Luiz Gustavo Pereira",0,3404,1925,M
"Breno Castro",0,3399,1926,M
"Noah Ferreira",0,3395,1927,M
"Gustavo Henrique Costela",0,3393,1928,M
"Pietro Moura",0,3392,1929,M
"Bernardo Castro",0,3390,1930,M
"Emanuel Barbosa",0,3381,1931,M
"Kaique Martins",0,3378,1932,M
"João Mendes",0,3375,1933,M
"Paulo Lima",0,3373,1934,M
"Cauã Teixeira",0,3372,1935,M
"Paulo Nascimento",0,3370,1936,M
"Anthony Ferreira",0,3370,1937,M
"Pedro Miguel da Cruz",0,3368,1939,M
"Yago Fernandes",0,3368,1938,M
"Sr. Calebe Peixoto",0,3361,1941,M
"Vitor Gabriel Moura",0,3361,1940,M
"João Gabriel Alves",0,3357,1942,M
"Sr. Vitor da Mata",0,3356,1943,M
"João Miguel Aragão",0,3354,1944,M
"Paulo Castro",0,3350,1945,M
"Yuri da Costa",0,3348,1946,M
"Vitor Cavalcanti",0,3343,1947,M
"Henrique Nogueira",0,3337,1948,M
"João Miguel Rezende",0,3336,1949,M
"João Lucas Ferreira",0,3334,1950,M
"João Correia",0,3327,1951,M
"Dr. Gustavo Henrique Viana",0,3323,1952,M
"Pedro Miguel Ferreira",0,3322,1953,M
"Otávio Lima",0,3321,1954,M
"Matheus Peixoto",0,3320,1955,M
"Thales Castro",0,3319,1956,M
"Paulo Novaes",0,3318,1957,M
"Marcos Vinicius Nunes",0,3312,1958,M
"Ian da Costa",0,3312,1959,M
"Sr. Matheus Ramos",0,3309,1960,M
"Alexandre Aragão",0,3305,1961,M
"Lorenzo Cardoso",0,3305,1962,M
"Enzo Porto",0,3299,1963,M
"Henrique das Neves",0,3298,1964,M
"Luiz Fernando Barbosa",0,3297,1965,M
"Renan Barros",0,3296,1966,M
"Dr. Luiz Fernando Almeida",0,3294,1967,M
"Sr. Joaquim da Paz",0,3291,1968,M
"Bryan Correia",0,3288,1969,M
"Levi Nascimento",0,3287,1970,M
"Pedro Pires",0,3285,1971,M
"Heitor da Mata",0,3284,1972,M
"Caio Teixeira",0,3280,1973,M
"Sr. Benjamin Ribeiro",0,3279,1974,M
"Erick Viana",0,3275,1975,M
"Vicente da Cunha",0,3272,1976,M
"Yuri da Mata",0,3271,1977,M
"Nathan Gonçalves",0,3270,1978,M
"Caio Peixoto",0,3268,1979,M
"Enrico Pereira",0,3267,1980,M
"Yago Monteiro",0,3263,1981,M
"Kaique Viana",0,3261,1982,M
"Bryan Fogaça",0,3261,1984,M
"Luiz Henrique Gomes",0,3261,1983,M
"Dr. Ian Farias",0,3258,1985,M
"Ian Rodrigues",0,3253,1986,M
"Igor Pires",0,3252,1987,M
"Vitor Gabriel Silva",0,3252,1988,M
"Pedro da Cunha",0,3246,1989,M
"Francisco Cardoso",0,3243,1990,M
"Sr. Renan Campos",0,3242,1991,M
"Guilherme Jesus",0,3235,1992,M
"Nicolas Farias",0,3231,1993,M
"Vitor Ferreira",0,3229,1994,M
"Rafael Ribeiro",0,3227,1995,M
"Felipe Carvalho",0,3226,1996,M
"Diogo Farias",0,3225,1998,M
"Thiago da Rocha",0,3225,1997,M
"Dr. Rafael da Cunha",0,3224,2000,M
"Eduardo Cavalcanti",0,3224,1999,M
"Theo Lopes",0,3222,2001,M
"João Felipe Monteiro",0,3215,2003,M
"Raul Nunes",0,3215,2002,M
"Enzo Gomes",0,3213,2004,M
"Antônio Almeida",0,3212,2005,M
"Rafael Ribeiro",0,3210,2006,M
"Lorenzo Lopes",0,3207,2007,M
"Dr. Thomas Sales",0,3206,2008,M
"Renan Jesus",0,3204,2009,M
"Bernardo Martins",0,3201,2010,M
"Pedro Miguel Cunha",0,3199,2011,M
"Sr. Enzo Gabriel Santos",0,3198,2013,M
"Danilo Silva",0,3198,2012,M
"Bryan Moura",0,3196,2014,M
"Calebe da Rocha",0,3196,2015,M
"Gustavo Azevedo",0,3191,2016,M
"Pedro da Conceição",0,3183,2018,M
"Rodrigo Martins",0,3183,2017,M
"Gustavo Henrique Silva",0,3179,2019,M
"Henrique Araújo",0,3176,2020,M
"Luiz Felipe Cavalcanti",0,3175,2021,M
"Paulo Lima",0,3174,2022,M
"Sr. João Cunha",0,3173,2023,M
"Diogo Alves",0,3171,2024,M
"Nicolas Cavalcanti",0,3170,2026,M
