"name","region","freq","rank","gender"
"Dra. Alice Moura",0,2548,2342,F
"Milena Jesus",0,2547,2343,F
"Cecília Freitas",0,2546,2344,F
"Lívia Vieira",0,2546,2345,F
"Agatha Porto",0,2543,2346,F
"Sra. Maria Eduarda Souza",0,2541,2347,F
"Sarah da Luz",0,2540,2348,F
"Sra. Clara Correia",0,2537,2349,F
"Larissa Dias",0,2535,2350,F
"Luiza Barros",0,2535,2351,F
"Maria Eduarda Almeida",0,2533,2352,F
"Maria Fernanda Ferreira",0,2533,2353,F
"Melissa da Paz",0,2532,2354,F
"Eduarda Vieira",0,2529,2355,F
"Maria Sophia Castro",0,2527,2356,F
"Eduarda Melo",0,2527,2357,F
"Dra. Isabella Gomes",0,2526,2360,F
"Larissa Cunha",0,2526,2359,F
"Sabrina Ribeiro",0,2526,2358,F
"Srta. Pietra Moraes",0,2525,2361,F
"Maria Santos",0,2523,2362,F
"Lorena Fogaça",0,2523,2363,F
"Lorena Pires",0,2521,2364,F
"Olivia Aragão",0,2520,2365,F
"Lorena Pinto",0,2520,2366,F
"Emanuelly Nogueira",0,2519,2367,F
"Ana Laura Vieira",0,2518,2368,F
"Helena Carvalho",0,2517,2370,F
"Dra. Maria Luiza Nascimento",0,2517,2369,F
"Maria Clara Duarte",0,2516,2371,F
"Marcela Almeida",0,2515,2372,F
"Sra. Ana Carolina da Luz",0,2515,2373,F
"Júlia Sales",0,2513,2374,F
"Dra. Stella Caldeira",0,2512,2375,F
"Eloah Silveira",0,2509,2376,F
"Emilly Freitas",0,2509,2377,F
"Yasmin Oliveira",0,2506,2378,F
"Maria Sophia Fernandes",0,2505,2379,F
"Alícia Ramos",0,2504,2380,F
"Dra. Maria Eduarda Rezende",0,2501,2381,F
"Elisa Cardoso",0,2500,2383,F
"Maria Clara Novaes",0,2500,2382,F
"Cecília Martins",0,2499,2384,F
"Eduarda Silva",0,2498,2385,F
"Sofia Alves",0,2497,2388,F
"Sra. Stella Costela",0,2497,2386,F
"Srta. Amanda Cardoso",0,2497,2387,F
"Lara Lopes",0,2494,2389,F
"Sra. Bianca Viana",0,2493,2390,F
"Ana Laura Teixeira",0,2492,2391,F
"Sra. Bárbara Costa",0,2486,2392,F
"Gabrielly da Cunha",0,2485,2393,F
"Luiza Correia",0,2484,2394,F
"Evelyn Sales",0,2483,2395,F
"Milena Ribeiro",0,2481,2396,F
"Sra. Laís Moraes",0,2480,2397,F
"Camila Pinto",0,2479,2398,F
"Gabrielly Pires",0,2479,2399,F
"Alice da Rocha",0,2478,2400,F
"Isabel Rodrigues",0,2476,2401,F
"Agatha da Mata",0,2476,2402,F
"Sra. Maria Clara Souza",0,2475,2403,F
"Sra. Catarina Azevedo",0,2474,2404,F
"Dra. Nina Barros",0,2473,2406,F
"Maria Fernanda Castro",0,2473,2405,F
"Catarina Freitas",0,2467,2407,F
"Sra. Lorena Teixeira",0,2466,2408,F
"Stella Ramos",0,2466,2409,F
"Alícia Barros",0,2462,2410,F
"Rebeca da Luz",0,2460,2411,F
"Cecília da Mata",0,2458,2412,F
"Marcela Costela",0,2458,2413,F
"Daniela Campos",0,2457,2414,F
"Emanuella Campos",0,2455,2416,F
"Stella Oliveira",0,2455,2415,F
"Elisa Araújo",0,2452,2417,F
"Emanuella Araújo",0,2451,2419,F
"Dra. Ana Julia Moreira",0,2451,2418,F
"Kamilly Moraes",0,2450,2420,F
"Laura Ferreira",0,2449,2421,F
"Sabrina Castro",0,2445,2422,F
"Raquel Souza",0,2439,2423,F
"Maitê Peixoto",0,2435,2424,F
"Júlia Santos",0,2434,2425,F
"Sofia Campos",0,2433,2426,F
"Bárbara Aragão",0,2431,2427,F
"Valentina Teixeira",0,2430,2428,F
"Maria Fernanda Jesus",0,2429,2429,F
"Isabelly Rezende",0,2427,2431,F
"Brenda Duarte",0,2427,2430,F
"Maria Fernanda da Paz",0,2426,2432,F
"Ana Carolina Gonçalves",0,2425,2435,F
"Ana Lívia Melo",0,2425,2433,F
"Isis Lopes",0,2425,2434,F
"Sra. Nina Castro",0,2424,2436,F
"Lavínia Melo",0,2423,2437,F
"Bruna Moura",0,2422,2438,F
"Bruna da Conceição",0,2413,2439,F
"Srta. Isis da Luz",0,2412,2440,F
"Maria Sophia da Rocha",0,2411,2441,F
"Sra. Caroline Almeida",0,2410,2442,F
"Bruna Monteiro",0,2409,2443,F
"Isabelly Rodrigues",0,2406,2444,F
"Dra. Lívia Ribeiro",0,2403,2445,F
"Nicole Porto",0,2401,2446,F
"Isabelly Ramos",0,2398,2447,F
"Ana Julia Cardoso",0,2397,2448,F
"Luna Moraes",0,2395,2449,F
"Luiza Gonçalves",0,2393,2450,F
"Catarina Sales",0,2392,2451,F
"Isis Correia",0,2392,2452,F
"Brenda Freitas",0,2391,2453,F
"Marcela Fernandes",0,2389,2454,F
"Elisa da Costa",0,2389,2455,F
"Ana Martins",0,2385,2456,F
"Srta. Ana Carolina Correia",0,2384,2458,F
"Ana Luiza Rocha",0,2384,2457,F
"Joana Silva",0,2383,2459,F
"Letícia Costa",0,2381,2460,F
"Maria Clara Mendes",0,2379,2461,F
"Maria Luiza da Conceição",0,2375,2462,F
"Isis Teixeira",0,2373,2463,F
"Sophie Castro",0,2368,2464,F
"Isis da Mata",0,2366,2466,F
"Vitória Farias",0,2366,2465,F
"Isabel da Cunha",0,2365,2468,F
"Kamilly Cunha",0,2365,2467,F
"Beatriz Farias",0,2364,2469,F
"Júlia Castro",0,2358,2470,F
"Ana Clara Alves",0,2356,2472,F
"Maria Fernanda Mendes",0,2356,2471,F
"Maria Clara Silva",0,2355,2473,F
"Maria Luiza Rezende",0,2355,2474,F
"Maria Julia Costa",0,2353,2475,F
"Dra. Brenda Dias",0,2351,2476,F
"Srta. Isabella Alves",0,2350,2477,F
"Emanuella Pires",0,2349,2478,F
"Sophia Teixeira",0,2345,2479,F
"Maria Vitória da Rocha",0,2344,2480,F
"Sra. Melissa Pereira",0,2342,2481,F
"Ana Laura Freitas",0,2338,2482,F
"Luana Fogaça",0,2336,2483,F
"Dra. Ana Julia da Costa",0,2334,2484,F
"Emanuelly Barros",0,2333,2486,F
"Gabriela Caldeira",0,2333,2487,F
"Alexia Correia",0,2333,2485,F
"Júlia Dias",0,2331,2488,F
"Letícia Novaes",0,2329,2489,F
"Pietra Silva",0,2327,2490,F
"Cecília da Conceição",0,2325,2491,F
"Heloísa Rocha",0,2324,2492,F
"Stephany Martins",0,2324,2493,F
"Joana Freitas",0,2323,2494,F
"Maitê da Costa",0,2322,2495,F
"Bruna Costa",0,2321,2496,F
"Clara Rezende",0,2320,2498,F
"Bianca Peixoto",0,2320,2500,F
"Srta. Vitória Costela",0,2320,2499,F
"Carolina Silveira",0,2320,2497,F
"Kamilly Porto",0,2317,2503,F
"Srta. Joana da Rocha",0,2317,2502,F
"Ana Carolina Fernandes",0,2317,2501,F
"Clarice Santos",0,2315,2504,F
"Mirella Sales",0,2314,2505,F
"Alana Lopes",0,2314,2506,F
"Joana Silveira",0,2311,2507,F
"Camila Azevedo",0,2310,2508,F
"Lara Caldeira",0,2309,2509,F
"Evelyn Castro",0,2306,2510,F
"Sra. Luiza Cavalcanti",0,2303,2511,F
"Kamilly Pinto",0,2301,2512,F
"Sabrina Martins",0,2300,2513,F
"Laura Cavalcanti",0,2300,2514,F
"Ana Beatriz da Conceição",0,2298,2515,F
"Isis Rodrigues",0,2298,2516,F
"Olivia Freitas",0,2297,2517,F
"Sra. Letícia Costela",0,2296,2519,F
"Julia Jesus",0,2296,2518,F
"Joana Souza",0,2296,2520,F
"Yasmin da Paz",0,2295,2521,F
"Clarice Aragão",0,2295,2522,F
"Bianca Cunha",0,2293,2523,F
"Srta. Maria Julia Cardoso",0,2291,2525,F
"Ana Vitória Silveira",0,2291,2524,F
"Larissa Cardoso",0,2290,2526,F
"Ana Sophia Caldeira",0,2286,2527,F
"Marina Costa",0,2286,2528,F
"Emanuelly Lima",0,2283,2530,F
"Fernanda Jesus",0,2283,2529,F
"Sra. Catarina Ramos",0,2280,2532,F
"Giovanna Novaes",0,2280,2531,F
"Pietra Alves",0,2279,2533,F
"Valentina Silva",0,2278,2534,F
"Giovanna Rodrigues",0,2276,2535,F
"Heloísa Cardoso",0,2274,2536,F
"Clarice Silveira",0,2273,2537,F
"Lavínia Silva",0,2272,2538,F
"Ana Lívia Nogueira",0,2272,2539,F
"Isabella Fernandes",0,2268,2540,F
"Nina Fernandes",0,2265,2541,F
"Lara Alves",0,2262,2542,F
"Cecília Dias",0,2260,2543,F
"Laura Almeida",0,2259,2545,F
"Alice da Cruz",0,2259,2544,F
"Elisa da Rocha",0,2255,2546,F
"Brenda Melo",0,2253,2548,F
"Dra. Maria Clara Pinto",0,2253,2547,F
"Bruna Vieira",0,2252,2549,F
"Mariana Caldeira",0,2251,2550,F
"Eloah Nunes",0,2251,2552,F
"Lívia Pires",0,2251,2551,F
"Larissa Moraes",0,2248,2553,F
"Esther Farias",0,2247,2554,F
"Luna Lopes",0,2245,2555,F
"Srta. Maria Sophia Peixoto",0,2243,2556,F
"Mariane Novaes",0,2242,2557,F
"Dra. Maria Fernanda Souza",0,2240,2558,F
"Elisa da Rocha",0,2240,2559,F
"Clara Caldeira",0,2239,2561,F
"Ana Julia Castro",0,2239,2560,F
"Srta. Stella Pires",0,2229,2562,F
"Júlia Lima",0,2221,2563,F
"Maria Fernanda da Rocha",0,2220,2564,F
"Ana Vitória Campos",0,2219,2567,F
"Maria Alice da Paz",0,2219,2565,F
"Ana Luiza Rocha",0,2219,2566,F
"Gabriela da Cruz",0,2218,2569,F
"Sra. Mariane Pereira",0,2218,2568,F
"Alexia Vieira",0,2215,2570,F
"Sra. Maria Vitória Souza",0,2213,2571,F
"Emanuella Rocha",0,2212,2572,F
"Sofia Pires",0,2209,2573,F
"Ana Luiza Cardoso",0,2208,2574,F
"Raquel da Cunha",0,2208,2575,F
"Helena Correia",0,2208,2576,F
"Brenda Peixoto",0,2206,2577,F
"Isis Silveira",0,2204,2578,F
"Eduarda Martins",0,2202,2579,F
"Pietra da Mota",0,2201,2580,F
"Luana Jesus",0,2200,2581,F
"Isadora Lima",0,2198,2582,F
"Emanuella Teixeira",0,2198,2583,F
"Sra. Esther Campos",0,2197,2584,F
"Dra. Gabrielly Gonçalves",0,2196,2585,F
"Ana Júlia da Rocha",0,2194,2586,F
"Lorena Aragão",0,2193,2587,F
"Lívia Vieira",0,2190,2588,F
"Emanuella Moura",0,2189,2590,F
"Laís Ferreira",0,2189,2589,F
"Natália Jesus",0,2187,2591,F
"Isabella da Costa",0,2187,2592,F
"Isis Moreira",0,2186,2593,F
"Maria Julia Peixoto",0,2185,2594,F
"Melissa Barros",0,2180,2595,F
"Luiza Silveira",0,2180,2596,F
"Bárbara Barros",0,2177,2599,F
"Cecília Freitas",0,2177,2597,F
"Dra. Cecília Nunes",0,2177,2598,F
"Clara Pereira",0,2176,2600,F
"Sarah Vieira",0,2176,2601,F
"Maria Fernanda Cunha",0,2176,2603,F
"Isabel da Paz",0,2176,2602,F
"Marcela Pereira",0,2175,2605,F
"Ana da Cruz",0,2175,2604,F
"Srta. Natália da Costa",0,2174,2606,F
"Isadora Nascimento",0,2173,2607,F
"Milena Ferreira",0,2172,2609,F
"Ana Luiza das Neves",0,2172,2608,F
"Alice Freitas",0,2171,2610,F
"Ana Vitória da Rocha",0,2170,2611,F
"Cecília Alves",0,2169,2612,F
"Nicole Caldeira",0,2168,2613,F
"Marina Dias",0,2167,2615,F
"Fernanda Alves",0,2167,2614,F
"Esther da Mata",0,2165,2616,F
"Evelyn da Mata",0,2164,2617,F
"Luiza Cunha",0,2164,2619,F
"Fernanda Cavalcanti",0,2164,2618,F
"Ana Carolina Melo",0,2162,2621,F
"Maitê Moura",0,2162,2620,F
"Melissa Teixeira",0,2161,2622,F
"Sofia Caldeira",0,2160,2624,F
"Maria Alice da Mata",0,2160,2623,F
"Isis Vieira",0,2157,2625,F
"Srta. Júlia Gonçalves",0,2157,2626,F
"Dra. Bianca Cardoso",0,2155,2627,F
"Maria Julia Viana",0,2155,2628,F
"Bianca Costela",0,2154,2629,F
"Julia Viana",0,2150,2630,F
"Srta. Ana Sophia Freitas",0,2149,2631,F
"Nina Alves",0,2148,2632,F
"Clarice da Paz",0,2145,2633,F
"Olivia da Paz",0,2143,2634,F
"Evelyn Pereira",0,2140,2635,F
"Maria Sophia Freitas",0,2139,2637,F
"Maria Clara Peixoto",0,2139,2636,F
"Ana Beatriz Carvalho",0,2139,2638,F
"Marcela Gonçalves",0,2138,2639,F
"Maria Cecília Cardoso",0,2137,2640,F
"Dra. Marina Viana",0,2135,2641,F
"Srta. Marina Rezende",0,2133,2642,F
"Joana da Cunha",0,2130,2643,F
"Laura Ribeiro",0,2129,2644,F
"Clarice Cavalcanti",0,2129,2645,F
"Yasmin Santos",0,2126,2647,F
"Srta. Julia Ramos",0,2126,2646,F
"Melissa Moraes",0,2124,2648,F
"Ana Luiza Caldeira",0,2123,2649,F
"Caroline Almeida",0,2122,2650,F
"Pietra Costa",0,2121,2651,F
"Sophie Silva",0,2120,2652,F
"Maria Luiza Fogaça",0,2119,2653,F
"Caroline Barros",0,2118,2654,F
"Lara da Mota",0,2117,2655,F
"Cecília Vieira",0,2115,2658,F
"Joana Costela",0,2115,2657,F
"Sra. Esther da Rosa",0,2115,2656,F
"Melissa Sales",0,2112,2660,F
"Maria Clara Rocha",0,2112,2659,F
"Maria Alice Moura",0,2110,2661,F
"Stella Ferreira",0,2109,2662,F
"Ana Beatriz Rezende",0,2107,2665,F
"Bruna Cardoso",0,2107,2664,F
"Joana Pereira",0,2107,2663,F
"Catarina Melo",0,2104,2666,F
"Evelyn Barros",0,2103,2667,F
"Clara Souza",0,2096,2668,F
"Maria Sophia Castro",0,2095,2669,F
"Srta. Marina Castro",0,2093,2670,F
"Srta. Agatha Alves",0,2092,2672,F
"Srta. Mariana Rodrigues",0,2092,2671,F
"Ana Clara Nunes",0,2089,2674,F
"Heloísa Araújo",0,2089,2673,F
"Srta. Maria Eduarda Novaes",0,2088,2675,F
"Heloísa da Rocha",0,2088,2676,F
"Marina Souza",0,2088,2677,F
"Dra. Larissa Aragão",0,2085,2678,F
"Sra. Julia Aragão",0,2083,2679,F
"Ana Laura Aragão",0,2083,2681,F
"Lorena Pinto",0,2083,2680,F
"Sarah Correia",0,2082,2682,F
"Julia Almeida",0,2081,2683,F
"Julia da Mota",0,2080,2684,F
"Sra. Maria Sophia Fogaça",0,2074,2685,F
"Olivia das Neves",0,2074,2686,F
"Ana Carolina da Conceição",0,2073,2687,F
"Isabella Farias",0,2073,2688,F
"Dra. Sophie da Luz",0,2072,2689,F
"Evelyn Vieira",0,2071,2691,F
"Isabelly Mendes",0,2071,2692,F
"Dra. Emanuelly Cunha",0,2071,2690,F
"Bianca Cardoso",0,2070,2693,F
"Valentina Monteiro",0,2070,2694,F
"Amanda Vieira",0,2067,2695,F
"Marina Santos",0,2067,2697,F
"Stella Martins",0,2067,2696,F
"Maria Cecília Jesus",0,2066,2698,F
"Sra. Isadora Duarte",0,2065,2700,F
"Srta. Ana Pinto",0,2065,2699,F
"Maysa Cardoso",0,2064,2702,F
"Juliana Barbosa",0,2064,2704,F
"Yasmin Aragão",0,2064,2701,F
"Lara Correia",0,2064,2703,F
"Sra. Lavínia Barbosa",0,2062,2705,F
"Sophia da Cunha",0,2062,2706,F
"Lívia das Neves",0,2059,2707,F
"Emilly Silva",0,2057,2708,F
"Isabella da Cunha",0,2057,2709,F
"Manuela Monteiro",0,2052,2710,F
"Gabriela Cardoso",0,2051,2711,F
"Ana Carolina Alves",0,2051,2712,F
"Elisa Moreira",0,2049,2713,F
"Letícia Cunha",0,2048,2715,F
"Esther Oliveira",0,2048,2714,F
"Maria Clara Novaes",0,2047,2717,F
"Srta. Valentina Cavalcanti",0,2047,2716,F
"Isis Mendes",0,2046,2718,F
"Heloísa Peixoto",0,2046,2719,F
"Sra. Marcela Nascimento",0,2046,2720,F
"Eloah da Mota",0,2043,2721,F
"Ana Laura Viana",0,2042,2722,F
"Ana Moraes",0,2041,2723,F
"Mirella Moreira",0,2040,2725,F
"Srta. Luiza Moura",0,2040,2724,F
"Juliana Nunes",0,2038,2726,F
"Lorena Costela",0,2038,2727,F
"Isabella Cardoso",0,2036,2728,F
"Dra. Eduarda Moraes",0,2035,2729,F
"Ana Julia da Paz",0,2034,2730,F
"Sabrina Silveira",0,2033,2733,F
"Letícia da Mota",0,2033,2732,F
"Esther Porto",0,2033,2731,F
"Clara Monteiro",0,2029,2734,F
"Sra. Maria Vitória Martins",0,2027,2735,F
"Alexia Costa",0,2026,2736,F
"Alícia Barbosa",0,2025,2737,F
"Ana Clara Vieira",0,2024,2738,F
"Sra. Larissa Fernandes",0,2021,2739,F
"Stella Fogaça",0,2020,2740,F
"Helena da Rocha",0,2019,2741,F
"Maria Gonçalves",0,2018,2742,F
"Nicole Ribeiro",0,2014,2743,F
"Alexia da Rocha",0,2014,2744,F
"Lavínia Cunha",0,2013,2745,F
"Joana Melo",0,2012,2746,F
"Bruna Rocha",0,2011,2747,F
"Manuela Moura",0,2010,2748,F
"Ana Clara Aragão",0,2010,2749,F
"Camila Aragão",0,2009,2750,F
"Olivia Novaes",0,2009,2751,F
"Ana Carolina Pires",0,2006,2753,F
"Nicole Moura",0,2006,2752,F
"Luana Freitas",0,2005,2754,F
"Luana da Cruz",0,2004,2755,F
"Emilly Fernandes",0,2004,2757,F
"Emilly Oliveira",0,2004,2756,F
"Sophie Nunes",0,2002,2760,F
"Luiza Martins",0,2002,2758,F
"Srta. Gabrielly da Conceição",0,2002,2759,F
"Maria Luiza Viana",0,1998,2761,F
"Lívia Costa",0,1998,2762,F
"Lara Aragão",0,1995,2763,F
"Isabelly Farias",0,1993,2764,F
"Maria Alice Cavalcanti",0,1992,2765,F
"Sra. Ana Júlia Moura",0,1992,2766,F
"Alícia Azevedo",0,1991,2767,F
"Ana Vitória Mendes",0,1990,2768,F
"Maria Luiza Moraes",0,1989,2770,F
"Milena Caldeira",0,1989,2769,F
"Emanuella da Cruz",0,1988,2772,F
"Sra. Gabriela Fernandes",0,1988,2771,F
"Valentina Almeida",0,1986,2773,F
"Rebeca da Paz",0,1986,2775,F
"Srta. Catarina Moraes",0,1986,2774,F
"Mirella Viana",0,1986,2776,F
"Caroline Silveira",0,1985,2777,F
"Eloah da Mota",0,1984,2778,F
"Olivia Nascimento",0,1983,2779,F
"Laís Oliveira",0,1982,2780,F
"Maria Sophia da Mota",0,1981,2781,F
"Maria Julia Silva",0,1980,2782,F
"Laís Silva",0,1980,2783,F
"Srta. Marina Lopes",0,1979,2786,F
"Nicole da Conceição",0,1979,2785,F
"Clarice Farias",0,1979,2784,F
"Ana Carolina Pires",0,1976,2787,F
"Mariane da Mota",0,1975,2788,F
"Carolina Pires",0,1975,2789,F
"Alícia Pinto",0,1974,2790,F
"Alexia Teixeira",0,1970,2791,F
"Maria Cecília Azevedo",0,1969,2792,F
"Maitê da Mata",0,1967,2793,F
"Srta. Eduarda Gomes",0,1967,2794,F
"Beatriz da Cunha",0,1966,2795,F
"Dra. Gabriela Pereira",0,1965,2797,F
"Larissa Santos",0,1965,2796,F
"Esther Almeida",0,1964,2798,F
"Stephany Porto",0,1962,2799,F
"Dra. Gabriela Campos",0,1960,2800,F
"Julia Araújo",0,1959,2801,F
"Srta. Luana Campos",0,1958,2802,F
"Dra. Alícia Melo",0,1956,2803,F
"Dra. Lara Fogaça",0,1955,2804,F
"Marcela Moraes",0,1954,2805,F
"Sra. Caroline Costa",0,1953,2807,F
"Maitê Nunes",0,1953,2806,F
"Marina Vieira",0,1952,2808,F
"Caroline Porto",0,1951,2809,F
"Valentina Araújo",0,1950,2810,F
"Mirella Ramos",0,1949,2811,F
"Sra. Alícia Almeida",0,1949,2812,F
"Cecília Cardoso",0,1947,2814,F
"Yasmin da Mota",0,1947,2815,F
"Srta. Eloah Farias",0,1947,2816,F
"Ana Júlia Cardoso",0,1947,2813,F
"Júlia Gomes",0,1946,2817,F
"Luana Azevedo",0,1944,2819,F
"Gabrielly Viana",0,1944,2818,F
"Yasmin Campos",0,1943,2820,F
"Ana Sophia Freitas",0,1942,2821,F
"Helena Novaes",0,1940,2823,F
"Esther Costela",0,1940,2822,F
"Melissa Nogueira",0,1940,2824,F
"Amanda da Cunha",0,1939,2825,F
"Marcela Pereira",0,1939,2826,F
"Stella Lima",0,1938,2827,F
"Maria Sophia Mendes",0,1938,2829,F
"Maria Clara Azevedo",0,1938,2828,F
"Stella das Neves",0,1937,2831,F
"Alana Peixoto",0,1937,2830,F
"Srta. Bárbara Aragão",0,1936,2832,F
"Sra. Catarina Silveira",0,1935,2833,F
"Marcela da Rocha",0,1933,2834,F
"Luna Vieira",0,1932,2837,F
"Dra. Stephany Nascimento",0,1932,2838,F
"Luiza da Paz",0,1932,2836,F
"Clara Novaes",0,1932,2835,F
"Pietra Cavalcanti",0,1931,2839,F
"Emanuelly Martins",0,1931,2841,F
"Fernanda Costela",0,1931,2840,F
"Eloah Moraes",0,1927,2844,F
"Maria Vitória Campos",0,1927,2842,F
"Sra. Luna Carvalho",0,1927,2843,F
"Ana Carolina Ribeiro",0,1926,2846,F
"Camila Costa",0,1926,2845,F
"Dra. Raquel Farias",0,1925,2848,F
"Eloah da Luz",0,1925,2847,F
"Juliana Cardoso",0,1924,2849,F
"Sabrina Gomes",0,1923,2850,F
"Dra. Valentina Freitas",0,1922,2851,F
"Bárbara Barbosa",0,1920,2852,F
"Esther Lopes",0,1920,2853,F
"Helena Aragão",0,1920,2854,F
"Stephany Sales",0,1919,2855,F
"Lívia Barros",0,1919,2856,F
"Caroline Porto",0,1918,2858,F
"Vitória Novaes",0,1918,2857,F
"Melissa Lima",0,1917,2859,F
"Isis Porto",0,1917,2860,F
"Natália Martins",0,1916,2861,F
"Srta. Alícia Lopes",0,1915,2862,F
"Valentina Cunha",0,1915,2863,F
"Juliana Novaes",0,1913,2865,F
"Sophie Pereira",0,1913,2864,F
"Maysa Carvalho",0,1912,2866,F
"Marcela Rodrigues",0,1910,2868,F
"Ana Clara Barbosa",0,1910,2867,F
"Isabelly Oliveira",0,1908,2869,F
"Giovanna Fernandes",0,1908,2871,F
"Vitória Castro",0,1908,2870,F
"Heloísa Pires",0,1906,2873,F
"Mariana Nunes",0,1906,2875,F
"Emanuella Rocha",0,1906,2876,F
"Luna Gomes",0,1906,2874,F
"Dra. Elisa Monteiro",0,1906,2872,F
"Srta. Mariane Cardoso",0,1905,2877,F
"Laís da Cruz",0,1903,2878,F
"Bianca Teixeira",0,1903,2879,F
"Luiza das Neves",0,1902,2880,F
"Isis da Conceição",0,1895,2881,F
"Ana Laura Castro",0,1894,2882,F
"Sarah Silva",0,1894,2883,F
"Mariane Lima",0,1891,2884,F
"Dra. Maria Sophia Melo",0,1890,2885,F
"Sabrina da Luz",0,1889,2886,F
"Gabriela Campos",0,1888,2887,F
"Isis Barbosa",0,1887,2888,F
"Cecília da Rosa",0,1886,2890,F
"Ana Lívia Gomes",0,1886,2889,F
"Mirella da Rosa",0,1885,2891,F
"Camila Freitas",0,1883,2892,F
"Srta. Larissa da Cruz",0,1882,2893,F
"Emanuella da Cruz",0,1879,2894,F
"Dra. Stephany Almeida",0,1878,2895,F
"Daniela Correia",0,1877,2896,F
"Esther Mendes",0,1876,2898,F
"Emilly Gonçalves",0,1876,2897,F
"Srta. Ana Júlia Pires",0,1874,2900,F
"Elisa Freitas",0,1874,2899,F
"Srta. Amanda da Costa",0,1873,2901,F
"Amanda Fogaça",0,1872,2902,F
"Maitê Moura",0,1870,2903,F
"Maysa Carvalho",0,1870,2904,F
"Natália Cardoso",0,1869,2905,F
"Agatha da Mota",0,1869,2906,F
"Isabel da Costa",0,1868,2907,F
"Dra. Vitória Jesus",0,1867,2908,F
"Stephany Moura",0,1866,2910,F
"Raquel da Rosa",0,1866,2909,F
"Sra. Maria Freitas",0,1863,2911,F
"Nicole Campos",0,1863,2912,F
"Maria Clara Ribeiro",0,1861,2913,F
"Maitê Carvalho",0,1860,2914,F
"Luana Silva",0,1859,2916,F
"Sra. Joana Melo",0,1859,2915,F
"Isis Carvalho",0,1857,2917,F
"Milena Monteiro",0,1856,2918,F
"Beatriz Cardoso",0,1855,2919,F
"Brenda Alves",0,1854,2920,F
"Rebeca Dias",0,1854,2921,F
"Dra. Brenda Monteiro",0,1853,2922,F
"Luiza Ribeiro",0,1852,2923,F
"Isis Cardoso",0,1852,2924,F
"Caroline Caldeira",0,1852,2925,F
"Marina Nascimento",0,1851,2926,F
"Ana Clara Fogaça",0,1850,2927,F
"Ana Julia da Conceição",0,1850,2928,F
"Maria Ferreira",0,1849,2929,F
"Letícia Moraes",0,1849,2930,F
"Caroline Moreira",0,1847,2931,F
"Helena Sales",0,1846,2932,F
"Joana Fernandes",0,1845,2934,F
"Maysa Azevedo",0,1845,2933,F
"Isabella da Cunha",0,1843,2935,F
"Sophia Santos",0,1841,2936,F
"Bárbara Moreira",0,1841,2937,F
"Alexia Ferreira",0,1841,2938,F
"Manuela Porto",0,1838,2939,F
"Luna Nogueira",0,1837,2940,F
"Dra. Manuela Peixoto",0,1837,2941,F
"Helena Cunha",0,1836,2942,F
"Giovanna Vieira",0,1836,2944,F
"Srta. Nina Almeida",0,1836,2943,F
"Ana Luiza Duarte",0,1835,2945,F
"Ana Luiza Castro",0,1834,2947,F
"Srta. Cecília das Neves",0,1834,2946,F
"Bianca Aragão",0,1832,2948,F
"Alícia Gomes",0,1831,2949,F
"Valentina Melo",0,1831,2951,F
"Maria Fernanda Alves",0,1831,2950,F
"Laura Cunha",0,1830,2952,F
"Letícia das Neves",0,1830,2953,F
"Pietra Gonçalves",0,1830,2954,F
"Juliana Costela",0,1830,2955,F
"Sarah da Rosa",0,1828,2956,F
"Elisa da Rocha",0,1828,2957,F
"Ana Luiza Cavalcanti",0,1826,2959,F
"Bárbara Peixoto",0,1826,2958,F
"Maria Julia Costela",0,1825,2960,F
"Isabelly Fogaça",0,1824,2961,F
"Ana Sophia Peixoto",0,1823,2962,F
"Sra. Luana Moreira",0,1822,2964,F
"Nina Almeida",0,1822,2963,F
"Sra. Lara Campos",0,1821,2965,F
"Catarina da Conceição",0,1821,2966,F
"Rafaela Alves",0,1820,2967,F
"Alícia Martins",0,1820,2968,F
"Sophie Caldeira",0,1819,2969,F
"Bárbara Moraes",0,1819,2970,F
"Ana Carolina da Luz",0,1816,2971,F
"Dra. Ana Júlia da Cruz",0,1816,2972,F
"Ana Julia Freitas",0,1816,2973,F
"Elisa Silva",0,1813,2974,F
"Sarah Nunes",0,1813,2975,F
"Nicole Novaes",0,1809,2976,F
"Ana Carolina Peixoto",0,1807,2978,F
"Manuela da Costa",0,1807,2977,F
"Maria Sophia Nogueira",0,1805,2979,F
"Ana Luiza Fernandes",0,1805,2980,F
"Helena Lima",0,1802,2981,F
"Maria Rocha",0,1802,2982,F
"Evelyn Cavalcanti",0,1801,2984,F
"Sra. Bárbara Farias",0,1801,2983,F
"Dra. Giovanna Nunes",0,1799,2985,F
"Sarah Melo",0,1799,2986,F
"Stephany Viana",0,1796,2989,F
"Ana Lívia Cavalcanti",0,1796,2987,F
"Isabelly Martins",0,1796,2988,F
"Dra. Ana Vitória Rocha",0,1796,2990,F
"Bruna Almeida",0,1795,2992,F
"Maysa Dias",0,1795,2991,F
"Rebeca Moreira",0,1793,2994,F
"Kamilly Aragão",0,1793,2993,F
"Dra. Maria Luiza Cunha",0,1792,2995,F
"Heloísa Silva",0,1791,2997,F
"Maysa Vieira",0,1791,2996,F
"Mariane da Mota",0,1790,2998,F
"Gabriela Costela",0,1790,2999,F
"Bianca Farias",0,1789,3000,F
